# Sample generated by Stan (Automatic Differentiation Variational Inference)
# stan_version_major=2
# stan_version_minor=14
# stan_version_patch=0
lp__,alpha,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28,beta.29,beta.30,beta.31,beta.32,beta.33,beta.34,beta.35,beta.36,beta.37,beta.38,beta.39,beta.40,beta.41,beta.42,beta.43,beta.44,beta.45,beta.46,beta.47,beta.48,beta.49,beta.50,beta.51,beta.52,beta.53,beta.54,beta.55,beta.56,beta.57,beta.58,beta.59,beta.60,beta.61,beta.62,beta.63,beta.64,beta.65,beta.66,beta.67,beta.68,beta.69,beta.70,beta.71,beta.72,beta.73,beta.74,beta.75,beta.76,beta.77,beta.78,beta.79,beta.80,beta.81,beta.82,beta.83,beta.84,beta.85,beta.86,beta.87,beta.88,beta.89,beta.90,beta.91,beta.92,beta.93,beta.94,beta.95,beta.96,beta.97,beta.98,beta.99,beta.100,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,lambda.11,lambda.12,lambda.13,lambda.14,lambda.15,lambda.16,lambda.17,lambda.18,lambda.19,lambda.20,lambda.21,lambda.22,lambda.23,lambda.24,lambda.25,lambda.26,lambda.27,lambda.28,lambda.29,lambda.30,lambda.31,lambda.32,lambda.33,lambda.34,lambda.35,lambda.36,lambda.37,lambda.38,lambda.39,lambda.40,lambda.41,lambda.42,lambda.43,lambda.44,lambda.45,lambda.46,lambda.47,lambda.48,lambda.49,lambda.50,lambda.51,lambda.52,lambda.53,lambda.54,lambda.55,lambda.56,lambda.57,lambda.58,lambda.59,lambda.60,lambda.61,lambda.62,lambda.63,lambda.64,lambda.65,lambda.66,lambda.67,lambda.68,lambda.69,lambda.70,lambda.71,lambda.72,lambda.73,lambda.74,lambda.75,lambda.76,lambda.77,lambda.78,lambda.79,lambda.80,lambda.81,lambda.82,lambda.83,lambda.84,lambda.85,lambda.86,lambda.87,lambda.88,lambda.89,lambda.90,lambda.91,lambda.92,lambda.93,lambda.94,lambda.95,lambda.96,lambda.97,lambda.98,lambda.99,lambda.100,tau,sigma
0,-0.497558,-0.159964,-0.222513,0.176571,-0.00595191,-0.524852,0.649279,0.000944216,-0.0173653,-0.044182,-0.0447761,1.49051,0.785102,0.196379,-0.953239,-0.841655,0.0314459,-0.308967,0.308431,0.481338,-0.0131898,-0.110169,-0.0835594,0.235742,-0.056275,2.89405,-0.0695334,-0.0116424,0.106497,-1.46283,-2.19127,0.250826,0.156347,0.071227,-0.100082,-0.397729,-0.143191,-1.2525,-0.568407,0.0757032,0.0743897,0.889093,-0.860586,0.281094,0.490364,-0.54303,1.03153,-0.33561,-0.981913,0.172074,0.44705,-0.0874933,0.1378,0.0181786,-0.666074,0.145749,0.346469,-0.127743,0.234792,0.45357,0.130013,0.0147256,1.4214,0.0460301,-0.197793,0.089888,0.16647,0.348299,0.168376,0.00391457,-0.122257,0.195056,-0.0953767,-0.370644,-0.222515,1.98513,-0.0163009,0.0755665,0.737124,-0.162891,-0.526252,0.0584571,0.263304,0.0938505,-0.201816,0.4516,0.412045,0.2872,-0.0942041,-0.712987,-0.287489,-0.670489,-0.3003,0.497103,0.991335,0.0819745,0.104317,0.255898,1.71158,0.448807,-0.30617,0.646876,0.239905,0.99472,1.11949,0.873987,0.994413,0.123721,1.29763,0.130969,0.0405,2.75293,0.709463,0.309827,0.957126,0.427322,0.0475857,0.228444,0.577653,0.358073,0.0735476,0.0761762,2.65469,0.502345,1.92906,2.90347,0.761548,0.870622,0.204595,0.367201,1.34874,0.517982,0.244228,0.541717,0.289876,4.71821,0.230398,5.0062,0.518065,0.837404,6.50986,0.467673,0.413638,0.411577,1.44974,0.549461,1.00795,1.51443,0.491989,0.638962,0.183506,0.180897,0.468993,0.273368,2.71399,0.198381,2.40055,0.634585,3.16149,0.177481,0.181646,1.26547,1.37383,0.0877535,0.580591,1.16242,0.143287,1.35581,1.04038,1.42813,0.490435,0.0767223,1.90688,0.969709,0.229035,0.953531,0.375081,0.339714,7.05626,0.47445,1.40833,0.660511,0.274215,0.327935,0.216578,0.390499,0.11313,0.171237,0.871033,0.548922,0.0777545,0.271404,0.273542,0.201213,1.87598,2.1367,2.43413,0.146335,2.12097,1.07397,0.512996,1.39096,2.08335e-05
0,-0.418967,-0.0407806,-0.480931,0.556732,-0.18665,-0.642756,0.760695,0.0113939,-0.448242,0.120128,0.0324467,1.43136,0.47965,-0.143996,-0.600212,-0.525783,-0.0424665,-0.0638144,0.0377899,-0.0446407,-0.267312,0.281297,-0.0680269,0.166106,-0.22199,2.77095,-0.0977805,0.330685,-0.133337,-0.920389,-1.57529,-0.0544834,-0.00342255,-0.285431,-0.000770373,-0.108611,-0.409987,-0.748342,0.14249,0.0767785,0.0502094,1.09469,-0.882565,-0.0482933,-0.201647,-0.443706,0.646058,-0.673572,-0.335211,0.195675,0.739539,-0.0473051,0.26055,0.232559,-0.61503,0.441751,0.406099,-0.0778033,0.179873,0.158742,0.0502419,-0.385923,1.10662,0.334026,-0.0486166,0.123479,0.521463,0.355801,0.325753,-0.180092,-0.239137,-0.0443668,-0.322149,0.0325288,-0.217175,1.26309,-0.155228,-0.129478,0.61692,-0.119631,-0.542989,-0.275139,0.0572323,-0.327349,-0.041211,-0.0499406,-0.279087,0.280546,0.00217774,-0.617119,0.161764,-0.303437,-0.533386,-0.20448,1.33896,0.270819,-0.0861477,0.0676526,1.64049,0.338184,0.165764,0.410101,0.286417,0.384177,0.380277,0.823702,1.46791,0.993869,0.178408,0.214716,0.253593,1.24576,4.85551,0.470135,0.161851,0.795997,0.24343,0.214826,0.17662,0.646104,0.593191,0.145561,0.135044,0.875763,0.252531,1.72258,0.81604,1.05257,0.298106,0.702981,1.64875,0.136799,0.492411,0.920973,0.245711,0.174902,0.061337,1.30663,0.601655,0.197901,0.339685,2.67349,0.822942,0.873363,0.428533,1.75928,0.526736,1.49872,0.183552,0.078321,0.483995,0.514641,0.280536,0.401231,2.10774,0.63726,0.761877,0.402737,0.253489,0.586396,0.4009,0.170736,5.64625,0.329234,0.497647,0.938836,0.492333,0.449213,0.692316,0.313561,0.122853,0.742545,1.14733,0.325576,0.403535,0.961139,1.44481,0.209167,0.48303,0.533422,1.44105,1.21045,0.217166,0.902058,0.751278,0.327519,0.990541,0.260249,0.552671,1.94325,0.207236,0.585754,0.907939,0.192376,0.713852,0.6919,0.644974,0.587666,0.787189,2.27242,1.08193,1.11233,1.25585e+11
0,-0.277499,-0.149613,-0.313162,0.133368,-0.263301,-0.760047,0.640403,0.316906,-0.180004,-0.010591,0.0934338,1.32905,0.521866,-0.164991,-0.832479,-0.710179,0.30096,-0.220374,-0.123133,0.162283,-0.228985,0.293443,-0.104822,0.0232858,-0.470632,2.10919,0.382259,-0.138791,-0.109106,-1.75668,-1.7689,0.122833,0.0622303,0.148323,-0.145417,-0.636065,-0.221394,-0.724788,-0.0517182,0.0234994,-0.245037,0.855432,-0.925196,-0.346548,0.377834,0.6311,0.310206,-0.443983,-0.644372,0.268784,0.445383,0.031178,0.0983674,0.0190772,-0.797927,0.510108,1.03435,-0.336062,0.200647,0.460177,0.0527923,-0.00148001,1.07374,-0.13846,-0.262553,0.0894798,0.182804,-0.101673,-0.0504311,-0.127591,-0.239826,0.0535037,-0.140255,0.257554,-0.333368,0.728068,-0.167014,0.00506212,0.928581,0.00203378,-0.216915,0.198654,0.161679,-0.0588199,-0.113034,0.29446,0.389749,0.503332,0.107918,-0.526454,-0.144892,-0.135612,-0.384703,0.232346,1.40656,-0.00026681,-0.285636,0.187028,1.65778,0.532329,0.397586,0.606619,3.00172,0.26706,0.12582,0.995824,1.41933,0.371457,0.952357,0.0610229,0.23797,0.82207,1.24078,1.51442,0.827757,0.438068,0.0503513,1.14778,0.406429,0.194714,0.209988,0.0938549,1.79285,2.43113,0.802771,1.83412,0.299133,0.0556137,0.335106,1.31798,1.8574,0.313497,0.598287,0.106323,0.669497,1.14966,1.4501,0.844061,0.767852,0.247646,0.09202,0.970633,1.01303,1.10683,0.499966,2.52489,1.14608,0.769862,1.03013,0.205118,1.74341,0.35482,0.741032,0.369892,0.625826,0.185129,0.463028,0.910531,0.176066,0.968237,0.480698,2.5258,0.906756,0.541392,1.81274,0.237384,0.553579,0.381763,0.493707,0.638387,1.08315,0.116731,0.28181,6.54557,1.13284,0.509044,1.27982,0.2824,0.504938,0.131364,0.882095,0.122888,0.502362,0.204887,0.307059,0.186096,0.249747,0.834168,1.9402,1.07503,0.209321,0.123843,1.03451,0.856844,0.889199,0.264341,0.0617861,0.946389,2.05087,0.542684,1.74616,1.45485,4934.86
0,-0.462484,0.449117,0.105554,0.462941,0.186362,-0.498707,0.417011,0.278695,-0.285991,0.00518794,0.0884645,1.51672,0.726739,0.133543,-0.807816,-0.876899,-0.182442,-0.0314516,-0.124459,-0.161466,-0.132393,-0.173742,-0.135644,0.165681,-0.0774634,2.12841,0.043331,-0.141881,-0.0383954,-1.13991,-1.47667,0.443293,0.246285,-0.255258,-0.210941,-0.276354,-0.440743,-1.02022,-0.24475,0.284179,0.257599,0.544566,-1.00731,0.744587,0.380818,-0.511581,0.9741,-0.466443,-0.478808,-0.344227,1.00181,-0.0302406,-0.0193148,0.270406,-0.624634,0.567992,0.829298,0.0675645,-0.0317778,0.113802,-0.267459,0.105102,0.983224,0.42693,-0.216984,0.0164696,0.740634,-0.32454,-0.147145,-0.126898,0.148843,-0.031265,-0.202287,-0.0500793,-0.0386949,1.5333,-0.0304415,0.00977041,0.813457,-0.164228,-0.310497,0.503304,-0.161852,-0.259492,0.175143,0.272583,0.424002,0.296939,-0.0404809,-0.803212,-0.106147,-0.33435,-0.157223,-0.651221,2.37643,0.19728,0.225666,-0.0368385,1.23037,0.504973,0.108022,1.06225,2.33258,1.06695,0.761178,0.716377,2.51691,1.2107,0.223735,0.645067,0.0560674,0.647685,0.535458,0.536777,3.00773,0.782873,0.0829265,4.21808,0.695464,1.50754,0.171372,0.766864,0.235162,0.0533772,2.7683,1.74694,1.00578,0.697704,0.25443,1.77972,1.70198,0.444431,0.746017,0.818256,1.89831,0.49711,0.313127,0.427439,0.824045,0.576253,0.81838,0.975753,1.9767,4.52133,0.664524,0.408662,1.5828,1.17832,0.257334,0.953514,1.48564,0.624767,0.259575,1.53801,1.35162,0.444427,1.87598,0.154652,0.283172,0.888709,0.249103,0.514149,3.40684,0.356497,1.03157,0.176943,0.435588,0.0997855,0.389495,0.124993,0.130736,1.16145,0.342116,0.713413,0.663704,0.562474,0.293425,0.23677,0.396229,1.33082,1.95464,0.0801489,0.441223,0.371782,0.829882,0.741913,1.91303,0.66293,0.3907,3.15787,1.25257,0.265834,0.703631,0.643807,2.50204,0.334019,0.670528,1.92964,0.431378,0.387154,0.266577,1.32907,464.007
0,-0.837492,-0.00590877,0.14036,0.299369,-0.045663,-0.757428,0.985341,-0.229034,-0.236514,0.1924,0.00359007,1.55106,0.577749,0.165597,-1.04318,-1.26079,-0.0740771,-0.322376,0.0862014,0.30628,0.0439865,-0.0537563,0.0940976,0.281714,-0.22715,2.30702,0.109462,0.328191,-0.0335869,-1.5395,-1.49297,0.142023,-0.0394601,-0.240302,0.500325,-0.465348,-0.0799869,-1.0235,-0.0578165,0.0882108,0.185395,0.886978,-0.948823,0.538018,0.0841098,-0.355788,0.658437,-0.943879,-0.602183,0.221396,1.03557,0.250107,-0.116981,0.06244,-0.815441,0.392945,0.829423,-0.163411,0.131674,0.158071,0.0172108,-0.281228,1.17942,0.226009,-0.00137987,0.240173,0.525199,0.169397,0.0955293,-0.206852,-0.0937456,-0.320003,-0.389054,-0.428152,-0.127169,0.31998,-0.0441268,-0.0731713,0.691133,-0.089219,-0.194348,0.202519,-0.168164,-0.263346,-0.265262,0.408512,0.0410543,0.170815,0.120463,-0.401468,-0.0868757,-0.346079,-0.342501,-0.102804,1.15437,0.207576,0.00634392,0.0460684,1.57563,0.46082,0.0148908,1.88991,0.344869,0.38729,0.322077,0.830919,0.8811,0.304398,0.201547,0.168372,0.0557274,0.786145,2.29128,0.588808,0.510799,1.01811,1.43367,0.829989,0.10344,0.263409,0.47081,0.136674,0.228626,2.68809,0.23833,4.00778,0.440736,0.116557,1.73422,0.67157,0.326611,0.613035,0.53892,1.50306,1.04156,0.604865,1.57222,0.937836,0.527107,0.198112,0.265247,4.07464,1.06112,0.532645,1.60179,1.32952,0.570647,0.530367,0.758897,0.462084,0.498003,0.231794,0.847798,1.57511,0.579569,0.878382,0.779927,3.17164,0.522933,1.59155,0.25621,0.126112,1.04505,0.220606,1.85647,1.15934,0.264087,0.140814,0.0622109,0.0576864,0.142795,0.0435633,2.80053,0.699373,0.100744,0.414715,0.570291,0.697555,1.16354,1.12914,0.0694153,0.74959,0.0300786,0.577307,0.31591,0.603256,0.492455,0.658912,0.180563,0.898158,0.564403,0.478875,0.346432,1.233,2.68814,0.742953,0.153048,0.728937,0.887348,0.498442,0.982352,1.29608,0.445797
0,-0.568011,-0.0321534,0.112344,0.332238,-0.0823159,-0.931976,1.07108,0.207713,-0.0730523,-0.0519962,-0.136421,1.37579,0.13302,-0.0507675,-0.702564,-0.54163,0.0763535,-0.221295,-0.178237,0.268945,0.108571,0.177965,-0.00447008,-0.174556,-0.242819,2.01749,0.336576,0.141744,-0.0334777,-1.15969,-1.53273,0.21791,0.0206352,0.131455,0.0112261,-0.251842,-0.176338,-0.59861,-0.0112593,0.219999,0.140581,0.710162,-0.879423,-0.1704,0.399821,-0.240182,1.2004,-0.5151,0.0523546,-0.304705,-0.15147,-0.228985,0.188096,0.0508575,-0.964595,0.40751,0.707773,-0.262691,0.01998,0.128907,-0.222783,-0.118361,1.29777,-0.320149,-0.336344,0.0737426,0.265879,0.557912,0.1944,-0.0130914,-0.106637,0.116318,-0.322089,0.258109,-0.268533,0.851631,-0.282841,0.0194118,0.713764,-0.146485,-0.356644,-0.330804,0.283178,-0.0381758,-0.127069,0.119261,-0.108216,0.0537915,0.221253,-0.359402,0.0406256,-0.197775,-0.228395,0.490675,1.72428,0.25423,-0.168276,-0.0502843,1.19225,0.434386,0.227211,1.33037,0.270903,0.727006,1.50309,0.435368,0.67984,0.194063,1.21044,0.299327,0.127804,0.487275,1.32983,0.588335,2.18825,2.81414,1.71449,0.947786,0.513228,0.550787,1.09513,0.303099,0.0513926,0.647659,0.647447,1.4688,0.650739,0.346388,0.623319,1.97328,1.49645,0.638657,0.246588,0.249358,0.25167,0.713007,15.8515,0.180534,0.330127,1.13853,1.22264,0.324223,2.3976,0.210977,1.41677,2.75753,4.13553,0.391136,0.643913,0.0542604,1.89046,1.06648,0.363743,0.191783,0.546733,0.0971693,1.5875,0.223131,0.857947,0.158575,0.780018,0.145883,1.01438,0.374928,0.19672,4.68266,1.91379,1.76014,0.244471,0.216842,0.140598,0.31197,2.11862,0.481831,0.82657,1.02287,2.21319,1.67911,0.475336,0.389939,0.141065,0.0739806,0.225153,0.855686,0.24993,1.22017,0.498533,0.132444,0.301629,1.93842,1.36332,0.452251,2.38736,1.15147,2.41203,0.319488,1.85228,0.446616,0.675763,0.77276,2.70955,1.43079,2.4657e-10
0,-0.83621,-0.0821845,-0.230327,0.0136526,-0.0285747,-0.894966,0.888018,-0.0781652,-0.075715,-0.176008,-0.0930409,1.22137,0.358823,0.0154746,-0.765114,-0.997405,0.0716046,0.0193294,-0.111051,0.180338,0.20845,0.184915,-0.0123633,0.0188535,-0.403932,2.38935,-0.0855515,0.299582,0.0904867,-1.65221,-1.6791,0.547433,-0.204157,-0.190453,-0.0112484,-0.544986,-0.261509,-0.544852,-0.121482,0.0208125,-0.00199722,0.138736,-0.817191,0.131801,0.360649,-0.179281,0.71197,-0.614432,-0.288357,0.295962,0.699245,-0.135407,-0.191725,0.511355,-0.722159,0.157526,0.40857,-0.103479,0.131382,0.125773,0.0126827,-0.0484029,1.55242,-0.123465,-0.432293,-0.00831972,0.398482,-0.336174,-0.460127,-0.251216,-0.0900006,0.153944,0.0743179,-0.730316,-0.0844765,0.779746,-0.0814273,0.202621,0.48746,-0.260951,-0.117775,-0.0616556,-0.103687,-0.429287,-0.104415,0.571582,0.226132,0.188548,-0.159849,-0.532562,-0.0151007,-0.0347004,-0.357569,0.517752,1.26282,0.188726,0.263926,0.106927,1.71048,0.387751,0.16351,0.593248,1.029,0.806811,0.472994,0.899816,1.78693,0.160793,0.134336,0.135933,0.2409,1.126,0.860838,0.913811,2.41011,1.15437,0.563723,0.831293,4.71593,0.683119,0.46783,0.198222,0.366176,0.86303,0.390373,2.90634,0.0451844,0.81521,0.125491,1.5056,0.48632,0.395911,0.0499536,0.17639,0.293578,0.666508,0.457963,0.815303,1.29688,0.332717,0.35322,0.909622,2.06431,0.266364,2.12676,0.686466,1.75002,0.335251,0.634335,0.429511,0.505305,0.955674,0.563662,0.207544,0.378066,0.269518,2.01511,0.21761,0.513518,0.45086,0.646695,0.279537,0.351983,0.406341,0.198908,0.476512,1.05997,1.78031,0.145573,0.365809,0.430731,0.49841,2.45749,1.08992,0.827553,0.74644,0.311597,0.165171,1.66052,0.135856,1.87946,0.202079,0.105864,0.189556,0.949016,1.32179,0.398483,1.13651,0.782876,0.804181,0.392713,0.329079,0.300448,0.302695,5.26386,0.343425,24.465,0.648063,0.482595,1.34963,0.512463,1.37319,2048.28
0,-0.55103,0.404392,-0.0425879,0.354816,0.00426806,-0.585641,1.15032,0.0974981,0.0189461,-0.0969484,0.214806,1.24044,0.999892,0.0588582,-0.831724,-0.733235,-0.0984193,-0.233456,-0.0945497,0.393341,-0.107094,-0.236065,0.0767959,0.119874,0.119243,2.2303,-0.227436,0.0425848,-0.151118,-1.6236,-2.05614,0.235975,-0.0722295,-0.359682,-0.405589,-0.128219,-0.228773,-0.682692,-0.0388963,0.13489,0.126679,0.962007,-0.987715,0.0308583,0.46494,-0.176063,0.657262,-0.610232,-0.305404,0.0554118,0.381928,0.0497112,0.321773,0.454435,-0.772005,0.248203,0.933907,0.523906,0.270174,0.30643,-0.0321961,-0.277975,1.31554,0.200549,0.156516,0.254817,0.316918,-0.00169388,0.24455,0.0127946,-0.158375,-0.141388,-0.360635,-0.153338,-0.155437,1.06113,-0.144781,0.0141538,0.456112,-0.341465,-0.341946,-0.223362,0.222197,-0.138015,-0.204647,-0.156682,-0.0629101,0.719901,-0.335436,-0.807748,-0.171902,0.200462,-0.915739,0.295791,2.13639,-0.344827,-0.012149,0.401605,1.54521,0.478699,0.142679,0.861335,0.386926,1.77665,0.192997,1.11774,0.490367,0.238296,1.25969,0.390007,0.0493392,1.06272,0.920956,0.697307,0.575597,0.574362,0.862133,0.511546,0.606028,0.258501,0.487319,0.536295,0.539957,1.50367,4.1785,2.93565,0.23104,0.307584,1.13931,2.52939,4.49189,0.296415,0.523268,0.150673,0.212528,1.1059,1.98979,0.535982,0.238322,1.62479,0.466957,1.06749,3.1851,0.50092,0.397864,0.357928,1.3114,0.537003,0.467167,0.426628,0.660131,0.658592,0.205294,0.36664,0.651865,0.425948,0.767195,0.262144,0.30336,0.133381,0.278504,3.17787,0.392826,0.24315,0.311438,0.402498,0.3719,0.496762,0.740609,1.30568,0.272163,0.313801,0.571084,4.2831,0.795638,1.45269,0.203458,0.808578,1.38867,0.367704,0.574892,0.471008,0.247368,3.90915,0.0527109,1.20691,1.60999,0.642631,0.559796,2.58118,0.21869,0.312565,1.13737,0.298922,0.726448,0.452564,0.730341,0.196792,2.70776,2.00435,0.266881,1.45837,879.73
0,-0.635593,0.194963,-0.174322,0.171283,-0.0756941,-0.813887,0.31114,0.281117,-0.195553,0.00651629,-0.0474021,1.47511,0.671546,0.339829,-0.760082,-0.897344,-0.160571,0.0279172,-0.244732,0.226217,0.0361922,0.453632,-0.168524,0.210323,-0.0393921,2.41674,-0.064135,0.353177,-0.220263,-2.08228,-1.54523,0.0496266,0.363655,-0.300859,0.314087,-0.394147,-0.224553,-0.886837,-0.216483,0.374773,0.216362,0.990866,-0.883042,0.212142,0.0202631,-0.399274,1.03502,-0.369769,-0.717396,-0.404899,0.232096,-0.309732,-0.00601644,0.304437,-0.866615,0.220415,0.751581,0.045705,0.0585963,0.248335,-0.215085,-0.179864,1.27927,0.150658,-0.473521,0.257912,0.388161,0.161946,0.115748,-0.260562,-0.218161,0.281593,-0.341112,-0.0446047,-0.173136,2.0558,-0.429864,-0.117662,0.740288,0.0917323,-0.281693,-0.0359399,0.0956624,0.640223,-0.129301,-0.0145195,-0.109117,0.0782889,0.214929,-0.435649,-0.186987,0.0271152,-0.53567,-0.390897,1.8624,0.0548752,-0.22832,-0.263909,1.57809,0.694511,-0.0148927,0.488921,0.885008,0.67133,0.577718,1.35454,2.62729,0.372315,0.0894266,0.311912,0.0806655,1.47729,0.508017,0.38809,1.21188,0.632719,0.0772757,0.363033,0.135975,0.685845,0.327646,0.214991,0.172229,0.339041,1.06056,1.26053,0.227538,0.903082,0.381345,0.837358,3.27984,0.508751,0.617349,0.24737,0.539077,0.475691,0.19025,1.24952,0.419062,0.942151,1.24808,0.528444,1.06693,0.489086,0.508938,0.826829,0.370533,0.330834,0.525925,0.362254,1.59232,0.410125,0.502276,0.539579,0.974374,1.00676,1.0869,0.93019,0.311187,3.95608,4.36873,0.151093,0.492384,0.105114,0.172779,0.326149,1.29416,0.869141,0.566054,0.0829223,0.561008,2.46103,0.678491,0.224852,0.240904,1.49335,0.389396,0.12629,0.696823,0.596765,0.415673,0.416861,0.608739,1.20486,0.30061,0.47124,0.254241,0.214777,0.828882,0.239248,0.386454,0.165095,1.08208,1.0414,1.51662,0.212229,1.82657,0.430198,3.58938,0.708612,0.309762,1.4467,6460.5
0,-1.08298,-0.0236154,-0.46953,0.134801,-0.142644,-1.01592,1.37475,-0.447794,-0.14181,0.171615,-0.0907684,1.37355,0.508893,0.400849,-0.712868,-0.801778,0.00140903,-0.172637,0.0349163,0.0982616,-0.117315,0.104648,-0.202018,0.157331,-0.404663,2.2328,0.153208,0.289076,-0.0839355,-1.3357,-0.823487,0.229998,-0.157216,-0.361333,0.060944,-0.386815,-0.215741,-0.826541,-0.0542465,0.107016,-0.0282042,0.41293,-0.811275,0.135374,-0.272132,-0.421918,0.741422,-0.392505,-0.397783,0.152155,0.896055,0.0928052,-0.0987052,0.177593,-1.02842,0.474681,0.767457,0.0997214,0.00271376,0.260706,0.175856,-0.25301,1.11303,0.0415965,0.208957,0.203336,0.614333,0.411924,-0.0648222,-0.162349,0.158511,0.0306773,0.0240903,-0.140829,-0.0960784,1.19215,-0.143481,-0.0388896,0.687893,-0.25114,-0.256615,0.0199231,0.248297,-0.626536,-0.0279533,-0.0938407,-0.213708,0.413117,0.280731,-0.76368,-0.186141,-0.296241,-0.549107,0.177681,1.31825,0.137643,-0.0603935,-0.1913,1.53666,0.495955,0.275522,0.217705,0.036141,1.15565,1.02578,0.708371,1.80623,0.724635,0.204217,0.246958,0.621776,1.77928,0.474568,0.356111,0.324452,0.523405,0.125033,0.629865,0.10681,0.414345,0.0777943,0.873885,0.194197,0.211315,1.1426,1.54182,0.082098,0.213554,2.42077,0.47727,1.8343,0.049602,0.185504,0.783301,0.22773,1.39724,3.39164,0.885329,0.464011,0.506225,1.15381,0.473692,0.888367,0.262571,0.272692,1.01486,1.0998,0.812271,0.374693,0.489378,1.86408,0.306634,0.153907,0.78675,0.829935,0.557595,1.32558,0.381587,0.0486309,0.335924,1.39755,0.325532,2.09088,0.0829748,0.366092,1.88159,0.362775,0.068402,2.31505,0.458913,1.28809,0.741226,1.82243,0.309363,0.739855,1.3587,0.359602,0.472998,1.83292,0.728735,0.899896,0.274171,0.333196,0.602461,0.638988,0.515294,0.607824,0.0728885,0.0568168,0.894356,0.970634,1.1537,0.403494,0.140579,1.65966,0.628877,0.114413,0.401695,1.99754,0.777073,0.82014,1.29253,29665.1
0,-0.988403,0.0416938,-0.0241546,0.236643,-0.146063,-0.560388,0.957038,0.399592,-0.0217517,-0.084104,-0.0178813,1.48914,0.306265,-0.000570435,-0.40552,-0.612078,0.0897272,-0.292183,-0.0183656,0.465942,-0.0309944,-0.14504,-0.198422,0.102437,-0.203018,2.94287,-0.0567181,0.237227,0.090953,-1.7617,-1.14573,0.224075,-0.175975,0.18134,-0.229554,-0.370856,-0.0344146,-0.977404,-0.149368,0.192767,0.0445104,0.840763,-0.605866,0.272816,0.509756,-0.348166,0.482394,-0.438642,-0.120788,0.168564,1.14198,0.318421,-0.037103,0.0788011,-1.02659,0.481238,0.886922,-0.0959403,0.227259,0.205762,-0.283794,0.0525207,1.23401,0.0632999,0.137014,-0.0435897,0.160201,0.141118,-0.0346498,0.0469126,0.030127,-0.00101254,-0.333945,-0.106782,-0.0696176,1.24054,-0.14955,0.102272,0.625759,-0.374721,-0.486053,-0.0928349,0.181466,0.0901691,-0.274082,-0.147437,-0.00677139,0.0792319,-0.133061,-0.667338,0.224065,-0.239071,-0.65674,0.211821,1.41325,0.199376,-0.222005,-0.41853,1.5907,0.582564,0.0663883,0.114384,0.219693,0.0831357,0.138408,0.76709,1.32577,1.13767,0.166053,0.0622876,0.236038,0.582076,0.935221,0.150326,0.611238,1.12312,0.17047,0.302944,0.268306,0.847791,0.256525,0.130959,0.462475,0.31254,0.0943383,1.7316,0.843135,0.852823,0.129315,1.27728,0.813619,0.150909,0.516101,0.742294,0.0752501,0.410366,1.90624,1.17406,0.905038,1.23485,1.83101,1.29293,1.72944,2.77727,1.39571,1.49596,0.275554,0.437061,2.05849,1.73348,0.422829,0.298278,0.175584,3.10307,1.47864,0.27102,0.727581,0.174961,0.600457,0.343215,0.862338,0.827513,0.417865,0.717031,0.227055,0.0388587,0.74653,0.40271,0.544126,0.0930563,0.457714,1.41351,0.652994,1.2711,0.127563,0.241604,0.105938,1.49456,0.778987,0.10637,0.691486,0.136441,6.51885,0.507746,0.142457,0.20191,0.437201,0.433938,1.70847,0.87831,0.13077,0.195104,0.293272,0.300602,0.846667,0.106403,0.428723,0.140966,0.827011,0.87367,0.229187,1.205,3.49862e+10
